Jacksonville			Atlanta			315.066608236			0.0592968463898
Los_Angeles			Guadalajara			1407.97908202			0.217450141907
Columbus			Leon			1961.05466967			1.26523804665
Atlanta			Quebec_City			1310.21322188			1.20752501488
Philadelphia			Tucson			2316.93852422			1.18026304245
Miami			Seattle			3193.95826548			1.65058493614
Mexicali			Charlotte			2286.4157512			1.08653092384
Austin			Atlanta			902.601961124			0.413664102554
Atlanta			Dallas			782.157783597			0.973542928696
Mexicali			Brooklyn			2742.91527799			1.45002603531
St_Louis			Houston			757.074293396			0.916789054871
Columbus			Ottawa			630.145851284			0.524374961853
Miami			Phoenix			2347.66041726			1.31233501434
Fort_Worth			Winnipeg			1351.46015963			0.597969055176
San_Antonio			Merida			1667.84583675			1.05506181717
San_Jose			Mexico_City			2120.01535835			0.62766289711
Leon			Portland			2517.61303935			1.09247112274
Ciudad_Juarez			Edmonton			1919.78446799			0.348670959473
Hermosillo			Kansas_City			1406.43317271			0.244787931442
Indianapolis			Merida			2761.8784017			1.36542487144
Miami			Tucson			2228.96105736			1.18279290199
Atlanta			Indianapolis			510.003406			0.224034070969
Mexico_City			Toronto			2375.41662935			0.944902896881
Las_Vegas			Orlando			2575.31757999			1.24732899666
Columbus			Austin			1188.47269156			1.14278912544
Charlotte			Austin			1147.34868589			0.994369983673
Orlando			Monterrey			1561.64625097			1.03445601463
Fort_Worth			Miami			1348.82289253			1.0039498806
Denver			Montreal			1767.62237803			1.18450403214
Mexicali			San_Diego			118.559375049			0.00269603729248
